artist.name,track.name,genre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity
Alicia Keys,Show Me Love,rnb,0.531,0.491,5,-5.47,0.042,0.447,0,0.0703,0.521,129.38,59
Jhené Aiko,Triggered - Remix,rnb,0.487,0.439,0,-11.316,0.392,0.742,0,0.091,0.369,91.582,58
Beyoncé,Before I Let Go - Homecoming Live Bonus Track,rnb,0.71,0.844,6,-5.589,0.0968,0.0699,0,0.354,0.469,103.009,44
Ari Lennox,BMO,rnb,0.72,0.647,1,-5.411,0.0642,0.0116,2.06e-4,0.571,0.809,157.877,62
YK Osiris,Worth It,rnb,0.749,0.535,5,-4.054,0.0638,0.517,0,0.0942,0.459,124.008,69
H.E.R.,Hard Place - Single Version,rnb,0.611,0.765,9,-4.095,0.0967,0.122,1.69e-5,0.318,0.439,160.041,52
Jessie Reyez,Imported (with 6LACK),rnb,0.726,0.636,7,-3.615,0.0496,0.199,0,0.111,0.362,111.097,62
DaniLeigh,Easy,rnb,0.799,0.301,7,-11.361,0.185,0.195,0,0.0816,0.511,100.026,74
Quality Control,"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",rnb,0.76,0.755,6,-4.735,0.19,0.0163,2.95e-6,0.0909,0.517,101.993,71
Wale,On Chill (feat. Jeremih),rnb,0.597,0.733,1,-6.017,0.41,0.134,0,0.159,0.639,171.016,68
YK Osiris,Ride,rnb,0.691,0.621,7,-4.262,0.0538,0.341,0,0.132,0.392,132.946,55
Anderson .Paak,Make It Better (feat. Smokey Robinson),rnb,0.676,0.56,4,-6.024,0.0643,0.0112,0.00403,0.137,0.551,178.555,65
SiR,You Can't Save Me,rnb,0.622,0.584,0,-7.891,0.122,0.0628,1.52e-4,0.119,0.545,158.276,63
PJ Morton,BUILT FOR LOVE (feat. Jazmine Sullivan),rnb,0.657,0.455,5,-10.586,0.0667,0.586,1.87e-5,0.18,0.488,129.943,51
Mahalia,What You Did (feat. Ella Mai),rnb,0.734,0.511,0,-4.905,0.0592,0.148,0,0.29,0.727,124.995,67
Luke James,go girl,rnb,0.702,0.702,6,-3.984,0.154,0.158,0,0.392,0.715,140.905,35
Dreamville,Self Love (with Ari Lennox & Bas feat. Baby Rose),rnb,0.761,0.697,5,-6.164,0.0568,0.186,0,0.126,0.197,106.051,53
Robin Thicke,That's What Love Can Do,rnb,0.387,0.414,6,-7.89,0.0308,0.443,0.00897,0.16,0.372,82.336,46
Jhené Aiko,B.S. (feat. H.E.R.),rnb,0.617,0.525,8,-10.426,0.12,0.554,1.1e-6,0.135,0.377,135.781,75
Chris Brown,Go Crazy,rnb,0.755,0.578,0,-8.932,0.145,0.316,0,0.25,0.581,94.148,0
H.E.R.,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown)",rnb,0.815,0.513,1,-8.363,0.244,0.0145,1.02e-4,0.14,0.17,96.982,75
Teyana Taylor,Wake Up Love,rnb,0.583,0.766,11,-4.743,0.405,0.502,1.79e-6,0.159,0.203,131.374,64
SZA,Hit Different,rnb,0.679,0.516,0,-6.371,0.0452,0.199,0,0.0965,0.716,120.074,80
PARTYNEXTDOOR,BELIEVE IT,rnb,0.43,0.7,6,-5.35,0.264,0.0902,0,0.216,0.731,158.373,77
Chloe x Halle,Do It,rnb,0.701,0.668,5,-7.287,0.0516,0.0916,2.09e-6,0.111,0.553,82.978,63
Bryson Tiller,Outta Time (feat. Drake),rnb,0.714,0.582,5,-7.272,0.0808,0.0129,0,0.0774,0.338,92.819,67
The Weeknd,Escape From LA,rnb,0.404,0.524,5,-8.996,0.0593,0.0456,0.00316,0.199,0.168,145.74,70
Ella Mai,Not Another Love Song,rnb,0.499,0.612,4,-5.947,0.127,0.171,4.99e-5,0.0993,0.218,157.218,72
Summer Walker,My Affection (with PARTYNEXTDOOR),rnb,0.632,0.495,7,-8.335,0.143,0.333,0,0.0941,0.233,77.083,66
Dreamville,BUSSIT,rnb,0.796,0.563,1,-6.421,0.363,0.22,1.44e-6,0.077,0.485,144.96,48
Kehlani,Toxic,rnb,0.653,0.453,7,-5.395,0.0351,0.307,0.00101,0.113,0.0405,111.737,71
Usher,Bad Habits,rnb,0.62,0.829,5,-4.433,0.101,0.0934,0,0.111,0.636,152.279,64
Rotimi,In My Bed,rnb,0.637,0.501,0,-6.148,0.187,0.229,5.91e-5,0.099,0.431,103.993,73
Skip Marley,Slow Down (with H.E.R.),rnb,0.683,0.715,11,-6.024,0.0789,0.0409,1.72e-6,0.0935,0.77,99.989,48
Beyoncé,BLACK PARADE,rnb,0.824,0.555,1,-5.817,0.05,0.00337,6.42e-6,0.217,0.0611,120.002,64
Giveon,LIKE I WANT YOU - Acoustic,rnb,0.463,0.381,10,-7.66,0.0309,0.798,0.00139,0.109,0.256,117.762,61
Khalid,Eleven (feat. Summer Walker),rnb,0.679,0.408,4,-9.754,0.0882,0.133,0.00455,0.23,0.151,129.079,71
Jacquees,Put In Work (with Chris Brown),rnb,0.6,0.678,10,-5.227,0.13,0.0491,0,0.138,0.494,136.858,66
Lonr.,Make the Most (feat. H.E.R.),rnb,0.566,0.693,10,-6.917,0.368,0.361,0,0.0806,0.838,78.743,59
Tiana Major9,"Collide - From ""Queen & Slim: The Soundtrack""",rnb,0.497,0.568,5,-8.104,0.0705,0.257,0.0016,0.523,0.412,147.391,43
Snoh Aalegra,DYING 4 YOUR LOVE,rnb,0.733,0.413,6,-7.797,0.167,0.275,4.85e-5,0.0833,0.576,76.062,66
Brandy,Borderline,rnb,0.545,0.429,2,-7.925,0.0278,0.581,3.35e-4,0.113,0.364,98.957,61
Alicia Keys,So Done (feat. Khalid),rnb,0.399,0.459,7,-6.359,0.0938,0.813,0,0.11,0.375,82.528,66
John Legend,"U Move, I Move (feat. Jhene Aiko)",rnb,0.379,0.249,11,-9.53,0.0761,0.84,0,0.107,0.264,83.258,65
Jazmine Sullivan,Lost One,rnb,0.494,0.425,0,-5.317,0.0746,0.848,5.12e-5,0.0895,0.275,66.602,64
H.E.R.,Damage,rnb,0.646,0.696,1,-6.505,0.065,0.113,0,0.115,0.18,81.336,73
dvsn,A Muse,rnb,0.774,0.391,5,-6.753,0.166,0.646,0.00154,0.0751,0.419,134.055,55
Kiana Ledé,Forfeit. (ft. Lucky Daye),rnb,0.768,0.441,1,-7.976,0.143,0.515,0,0.0932,0.367,132.024,0
Monica,Trenches,rnb,0.622,0.501,1,-4.33,0.21,0.00642,0,0.167,0.308,202.007,62
6LACK,Float,rnb,0.852,0.48,10,-6.587,0.0635,0.146,0,0.0872,0.17,124.013,0
Justin Bieber,Yummy,rnb,0.676,0.506,9,-6.652,0.0958,0.345,0,0.118,0.497,145.842,74
Vedo,You Got It,rnb,0.774,0.376,5,-9.372,0.208,0.297,0,0.165,0.391,122.089,81
Ne-Yo,"U 2 Luv (Remix feat. Jeremih, Queen Naija, & Lil Durk)",rnb,0.656,0.647,6,-7.584,0.108,0.0845,8.73e-5,0.315,0.686,181.884,60
Ebenezer,Flaws and All,rnb,0.763,0.476,8,-10.512,0.0663,0.217,0,0.123,0.473,145.956,48
Brent Faiyaz,Trust,rnb,0.764,0.394,8,-8.559,0.154,0.224,8.71e-5,0.119,0.471,92.011,79
Trey Songz,Back Home (feat. Summer Walker),rnb,0.637,0.718,0,-4.134,0.133,0.0236,1.13e-6,0.083,0.336,85.963,10
Lucky Daye,Shoulda (feat. Babyface),rnb,0.703,0.516,0,-7.55,0.0597,0.193,1.15e-6,0.0951,0.544,92.06,49
Ty Dolla $ign,By Yourself (feat. Jhené Aiko & Mustard),rnb,0.757,0.536,1,-6.818,0.0466,0.0836,0,0.645,0.205,103.931,38
Omarion,Can You Hear Me? (feat. T-Pain),rnb,0.768,0.705,0,-5.053,0.0801,0.0696,0,0.199,0.767,140.04,50
Kelly Rowland,COFFEE,rnb,0.857,0.69,6,-4.474,0.0437,0.0415,0,0.0942,0.799,121.09,58
Buju Banton,Cherry Pie (feat. Pharrell Williams),rnb,0.69,0.685,5,-6.351,0.0957,0.214,0,0.136,0.468,109.878,49
Ro James,Too Much,rnb,0.632,0.652,8,-4.003,0.0575,0.105,3.95e-6,0.444,0.305,132.985,45
Alina Baraz,More Than Enough,rnb,0.648,0.531,2,-5.886,0.0345,0.26,8.97e-4,0.12,0.253,143.008,60
Queen Naija,Lie To Me,rnb,0.52,0.719,0,-4.866,0.383,0.31,0,0.0882,0.663,173.19,60
The-Dream,Wee Hours (feat. Jhené Aiko),rnb,0.768,0.623,9,-2.88,0.0357,0.377,0,0.0609,0.428,105.025,5
Miguel,Sure Thing,rnb,0.684,0.603,11,-8.127,0.0989,0.0275,3.11e-4,0.191,0.504,81,78
SZA,Love Galore (feat. Travis Scott),rnb,0.795,0.594,0,-6.2,0.0748,0.112,0,0.162,0.409,135.002,79
Ella Mai,Trip,rnb,0.477,0.61,11,-5.628,0.144,0.225,0,0.107,0.358,79.882,73
Bryson Tiller,Don't,rnb,0.765,0.356,11,-5.556,0.195,0.223,0,0.0963,0.189,96.991,77
Sevyn Streeter,It Won't Stop (feat. Chris Brown) - EP Version,rnb,0.657,0.574,1,-9.484,0.0407,0.016,8.1e-5,0.172,0.211,119.992,70
Jhené Aiko,While We're Young,rnb,0.649,0.791,2,-6.013,0.193,0.104,1.97e-6,0.108,0.811,128.023,71
Jeremih,oui,rnb,0.418,0.724,5,-3.724,0.0964,0.213,0,0.112,0.604,78.521,74
Ella Mai,Boo'd Up,rnb,0.397,0.843,10,-3.726,0.0987,0.158,0,0.0844,0.22,81.201,61
SZA,The Weekend,rnb,0.4,0.366,8,-9.405,0.0597,0.242,0,0.126,0.161,73.313,75
Rihanna,Needed Me,rnb,0.671,0.314,5,-8.091,0.244,0.11,0,0.0825,0.296,110.898,56
Daniel Caesar,Get You (feat. Kali Uchis),rnb,0.658,0.294,4,-8.533,0.0321,0.422,5.2e-5,0.0749,0.358,74.038,78
Bryson Tiller,Exchange,rnb,0.525,0.433,6,-10.598,0.185,0.107,0,0.135,0.276,160.108,77
H.E.R.,Focus,rnb,0.415,0.313,1,-12.945,0.0561,0.255,1.4e-5,0.117,0.0875,84.953,65
6LACK,Pretty Little Fears (feat. J. Cole),rnb,0.61,0.458,9,-11.336,0.36,0.696,1.03e-4,0.0852,0.246,192.099,75
Tory Lanez,Say It,rnb,0.546,0.529,11,-10.511,0.0583,0.0862,6.5e-6,0.124,0.247,107.331,69
PARTYNEXTDOOR,Come and See Me (feat. Drake),rnb,0.717,0.347,11,-10.265,0.0636,0.0511,2.43e-6,0.087,0.0589,84.987,72
Daniel Caesar,Best Part (feat. H.E.R.),rnb,0.524,0.364,7,-10.209,0.0367,0.808,0,0.1,0.436,75.24,77
Teyana Taylor,Gonna Love Me,rnb,0.514,0.506,10,-7.095,0.28,0.402,2.56e-5,0.191,0.312,88.044,68
Lloyd,Lay It Down,rnb,0.527,0.796,1,-5.111,0.062,0.017,0,0.0798,0.534,155.99,57
Jeremih,Planez,rnb,0.688,0.556,6,-7.738,0.264,0.7,1.87e-6,0.108,0.416,129.336,71
Bryson Tiller,Right My Wrongs,rnb,0.543,0.449,1,-8.065,0.0463,0.345,0,0.157,0.29,132.609,71
Trey Songz,Slow Motion,rnb,0.733,0.408,7,-7.834,0.0388,0.679,3.92e-5,0.11,0.291,94.947,71
Chris Brown,Deuces (feat. Tyga & Kevin McCall),rnb,0.692,0.736,1,-5.109,0.11,0.0324,0,0.0787,0.217,73.987,67
Miguel,Adorn,rnb,0.625,0.576,11,-5.693,0.175,0.0543,4.07e-5,0.187,0.235,179.063,65
August Alsina,No Love,rnb,0.462,0.615,0,-7.982,0.153,0.00543,0,0.856,0.344,130.967,65
Jhené Aiko,The Worst,rnb,0.539,0.414,1,-9.156,0.0601,0.253,1.3e-6,0.143,0.123,94.895,69
Jacquees,B.E.D.,rnb,0.739,0.536,1,-6.501,0.0587,0.00368,0,0.0968,0.193,122.022,67
Kehlani,Distraction,rnb,0.66,0.698,5,-6.266,0.0467,0.0266,0,0.296,0.396,120.959,50
Frank Ocean,Thinkin Bout You,rnb,0.721,0.339,0,-11.195,0.0532,0.409,0.00153,0.0973,0.2,129.83,72
Miguel,How Many Drinks?,rnb,0.379,0.608,0,-7.011,0.134,0.00311,6.14e-4,0.248,0.241,81.822,58
Chris Brown,New Flame (feat. Usher & Rick Ross),rnb,0.702,0.629,1,-4.292,0.041,0.0506,0,0.0963,0.446,141.967,67
Beyoncé,Party (feat. André 3000),rnb,0.648,0.593,10,-6.267,0.0506,0.0188,0,0.169,0.712,160.979,60
Ciara,Body Party,rnb,0.577,0.576,2,-6.299,0.0563,0.0143,0,0.602,0.12,133.973,65
Khalid,Location,rnb,0.736,0.449,1,-11.462,0.425,0.33,1.62e-4,0.0898,0.326,80.126,78
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),rnb,0.733,0.676,10,-5.655,0.0432,0.0697,0,0.208,0.701,97.448,70
Tank,When We,rnb,0.635,0.324,6,-9.51,0.0769,0.165,4.18e-6,0.108,0.0741,117.863,63
K. Michelle,Can't Raise a Man,rnb,0.623,0.677,5,-5.215,0.0639,0.0233,0,0.0724,0.182,151.804,55
Miguel,Sky Walker (feat. Travis Scott),rnb,0.674,0.506,6,-10.532,0.0434,0.173,0,0.0866,0.183,145.965,73
Frank Ocean,Pink + White,rnb,0.544,0.552,9,-7.45,0.0991,0.67,4.57e-5,0.415,0.554,159.738,78
Kelly Rowland,Motivation,rnb,0.744,0.672,9,-5.589,0.0418,0.187,1.23e-4,0.105,0.266,140.889,61
Brandy,Put It Down (feat. Chris Brown),rnb,0.761,0.413,0,-8.104,0.195,0.019,0,0.0829,0.595,141.056,55
Jazmine Sullivan,Let It Burn,rnb,0.559,0.56,8,-7.508,0.0375,0.264,0,0.112,0.425,79.016,58
Usher,There Goes My Baby,rnb,0.626,0.52,9,-8.077,0.0892,0.175,0,0.13,0.257,77.468,57
Ro James,Permission,rnb,0.663,0.481,6,-4.121,0.0545,0.195,6.7e-5,0.0836,0.306,75.523,58
Trey Songz,Bottoms Up (feat. Nicki Minaj),rnb,0.845,0.601,1,-5.283,0.161,0.0205,0,0.385,0.329,74.008,39
The Highwomen,Highwomen,fna,0.554,0.47,8,-6.604,0.0548,0.77,2.6e-6,0.106,0.346,95.598,56
Joy Williams,The Trouble with Wanting,fna,0.396,0.198,2,-9.096,0.031,0.912,0,0.0972,0.19,138.624,63
I'm With Her,Call My Name - Acoustic,fna,0.57,0.186,8,-10.603,0.0318,0.93,0,0.115,0.319,76.45,32
Rosie Carney,Thousand (feat. Lisa Hannigan),fna,0.676,0.198,1,-13.91,0.0333,0.943,0.0132,0.104,0.125,118.004,62
Humbird,Pharmakon,fna,0.687,0.234,9,-12.559,0.029,0.848,7.72e-6,0.116,0.339,95.023,59
Ian Noe,Letter to Madeline,fna,0.615,0.472,5,-8.638,0.0312,0.125,0,0.115,0.46,107.217,54
The Milk Carton Kids,I'll Be Gone,fna,0.593,0.447,7,-10.497,0.0325,0.862,8.78e-5,0.116,0.195,114.235,41
Rhiannon Giddens,Wayfaring Stranger (with Francesco Turrisi),fna,0.379,0.183,0,-9.926,0.0332,0.981,6.22e-4,0.112,0.197,147.546,38
Gregory Alan Isakov,San Luis,fna,0.567,0.434,7,-12.755,0.0349,0.86,0.257,0.115,0.254,82.459,67
Hiss Golden Messenger,Terms of Surrender,fna,0.527,0.224,4,-13.415,0.0309,0.957,0.0201,0.0932,0.227,113.844,42
Henry Jamison,Gloria,fna,0.41,0.279,10,-13.248,0.0315,0.75,0.244,0.112,0.245,115.302,47
Lillie Mae,A Golden Year,fna,0.376,0.518,0,-9.405,0.0336,0.0509,9.1e-4,0.113,0.175,139.939,16
Molly Tuttle,Take The Journey,fna,0.569,0.675,0,-8.012,0.0349,0.115,9.65e-4,0.236,0.384,121.705,48
Mandolin Orange,The Wolves,fna,0.583,0.339,2,-14.209,0.0368,0.858,0.042,0.129,0.341,78.129,56
Yola,Faraway Look,fna,0.387,0.565,6,-5.415,0.0253,0.396,0.00627,0.288,0.193,83.145,0
Caroline Spence,Mint Condition,fna,0.436,0.209,0,-11.428,0.0328,0.686,0,0.105,0.198,111.124,35
Jade Bird,Does Anybody Know,fna,0.778,0.145,10,-11.95,0.0503,0.892,4.4e-6,0.126,0.24,109.071,54
Valerie June,Cosmic Dancer,fna,0.446,0.572,2,-7.786,0.037,0.382,0.51,0.0715,0.207,75.499,45
Flyte,White Roses,fna,0.53,0.633,10,-7.078,0.0283,0.391,0.0152,0.142,0.605,140.186,53
Andrew Bird,Sisyphus,fna,0.631,0.792,0,-4.364,0.0427,0.23,3.17e-4,0.0756,0.462,82.901,60
Big Thief,Cattails,fna,0.556,0.58,1,-6.925,0.0249,0.822,0.00594,0.111,0.702,80.514,22
Darlingside,Bright as the Day,fna,0.298,0.211,2,-11.008,0.0338,0.805,0.0442,0.0904,0.296,118.043,27
Our Native Daughters,Black Myself,fna,0.772,0.533,11,-6.088,0.035,0.182,8.96e-6,0.0914,0.862,144.913,35
Katie Pruitt,Loving Her,fna,0.462,0.406,10,-8.268,0.0297,0.679,2.06e-4,0.0939,0.254,80.388,26
Andrew Combs,Ideal Man,fna,0.564,0.515,0,-8.18,0.0268,0.628,0.00164,0.151,0.378,107.614,17
Mavis Staples,We Get By,fna,0.509,0.386,7,-8.609,0.0881,0.624,1.55e-6,0.133,0.674,134.543,35
Patty Griffin,Where I Come From,fna,0.496,0.423,7,-12.655,0.0321,0.787,0.0225,0.112,0.108,99.057,40
Bonny Light Horseman,Deep In Love,fna,0.618,0.558,5,-8.184,0.0251,0.604,0.395,0.124,0.336,111.709,44
Calexico,Follow the Water,fna,0.654,0.436,6,-11.284,0.0288,0.648,0.00229,0.0939,0.738,113.818,6
Justin Townes Earle,Frightened By The Sound,fna,0.658,0.467,11,-11.677,0.0457,0.528,0.0361,0.116,0.632,118.969,52
John Paul White,This Isn't Gonna End Well,fna,0.402,0.397,10,-7.21,0.0312,0.131,8.82e-5,0.1,0.736,203.94,0
The Lumineers,Gloria,fna,0.523,0.714,11,-6.021,0.0367,0.658,5.2e-6,0.0785,0.659,78.211,61
Emily Scott Robinson,The Dress,fna,0.518,0.298,10,-9.928,0.0377,0.884,2.13e-5,0.135,0.326,112.565,23
Black Belt Eagle Scout,At the Party,fna,0.463,0.721,7,-6.698,0.0258,0.203,0.618,0.108,0.25,146.966,29
Alana Henderson,On Board,fna,0.501,0.342,1,-8.726,0.0273,0.838,3.69e-6,0.12,0.165,110.855,47
Dylan LeBlanc,Renegade,fna,0.44,0.875,6,-4.27,0.0303,0.017,0.00309,0.123,0.71,118.103,30
Kelsey Waldon,"Kentucky, 1988",fna,0.316,0.672,3,-7.581,0.0463,0.0181,3.77e-4,0.1,0.422,89.26,18
Tyler Childers,House Fire,fna,0.519,0.707,5,-8.424,0.0272,0.241,0.102,0.267,0.545,93.348,61
Robert Ellis,Passive Aggressive,fna,0.581,0.404,0,-6.418,0.0403,0.182,0.259,0.0947,0.521,136.771,20
John Prine,Unwed Fathers (feat. Margo Price),fna,0.465,0.257,7,-11.443,0.0292,0.738,1.61e-6,0.166,0.546,134.222,26
JP Harris,Early Morning Rain,fna,0.502,0.398,4,-11.812,0.0279,0.849,0.00728,0.0838,0.38,99.633,22
Mary Bragg,Fool,fna,0.543,0.342,0,-8.647,0.0292,0.502,4.07e-5,0.106,0.153,117.934,22
Fruition,Wild as the Night,fna,0.436,0.33,11,-8.758,0.0273,0.571,7.95e-4,0.105,0.105,151.952,11
Caamp,By and By,fna,0.584,0.474,9,-7.981,0.0258,0.796,2.69e-6,0.115,0.332,101.457,65
Wilco,Love Is Everywhere (Beware),fna,0.313,0.52,7,-9.436,0.0298,0.12,0.452,0.0993,0.511,144.249,47
Orville Peck,Dead of Night,fna,0.454,0.548,2,-11.618,0.0547,0.82,0.356,0.0606,0.5,99.892,17
Michaela Anne,Desert Dove,fna,0.592,0.419,2,-9.441,0.0296,0.349,0.00102,0.0896,0.37,119.868,27
Joan Shelley,Coming Down For You,fna,0.528,0.338,5,-10.942,0.0302,0.969,0.0779,0.16,0.555,92.262,25
Che Apalache,The Dreamer,fna,0.295,0.426,3,-8.734,0.0343,0.824,1.57e-4,0.113,0.381,184.125,0
Ondara,Saying Goodbye,fna,0.631,0.523,9,-7.968,0.0303,0.454,5.86e-6,0.117,0.541,103.294,44
Nathaniel Rateliff,And It's Still Alright,fna,0.521,0.492,3,-9.127,0.0297,0.689,0.619,0.118,0.301,77.585,65
Bonny Light Horseman,Deep In Love,fna,0.618,0.558,5,-8.184,0.0251,0.604,0.395,0.124,0.336,111.709,62
Laura Marling,Held Down,fna,0.488,0.493,7,-7.87,0.0342,0.174,2.34e-6,0.353,0.399,79.442,57
Fleet Foxes,Can I Believe You,fna,0.514,0.755,11,-8.455,0.03,0.354,0.0664,0.144,0.599,77.415,67
Darlingside,Ocean Bed,fna,0.591,0.804,6,-7.064,0.0362,0.075,0.0773,0.0988,0.662,160.997,21
Courtney Marie Andrews,If I Told,fna,0.283,0.221,10,-15.344,0.0423,0.841,5.95e-4,0.0975,0.299,80.413,53
Mipso,Your Body,fna,0.762,0.472,3,-9.271,0.0345,0.725,0.00214,0.0737,0.338,96.201,55
Ray LaMontagne,I Was Born To Love You,fna,0.659,0.236,9,-12.56,0.0304,0.84,6.32e-5,0.206,0.216,78.088,62
Sturgill Simpson,I Don't Mind,fna,0.603,0.483,0,-7.898,0.03,0.599,7.51e-4,0.0886,0.415,89.386,61
Chris Stapleton,Starting Over,fna,0.638,0.538,10,-8.445,0.0315,0.452,4.15e-4,0.0695,0.318,89.124,69
The War and Treaty,Five More Minutes,fna,0.608,0.551,4,-8.349,0.0298,0.00386,7.76e-5,0.0997,0.297,98.067,50
Sarah Jarosz,Johnny,fna,0.645,0.49,11,-8.668,0.0264,0.418,0,0.117,0.254,98.988,51
John Prine,I Remember Everything,fna,0.557,0.189,10,-10.394,0.0464,0.808,3.25e-6,0.246,0.408,124.079,56
Jason Isbell and the 400 Unit,Only Children,fna,0.544,0.406,4,-10.715,0.0346,0.655,0.00179,0.0858,0.236,89.499,56
Margo Price,Letting Me Down,fna,0.452,0.836,0,-4.475,0.0356,0.00481,0,0.264,0.701,142.507,43
Yola,I Don't Wanna Lie,fna,0.562,0.821,5,-5.082,0.0277,0.3,0,0.519,0.893,105.512,55
Marcus King,Wildflowers & Wine,fna,0.447,0.428,0,-8.64,0.0411,0.647,2.86e-4,0.112,0.329,156.707,53
Brandy Clark,Who You Thought I Was,fna,0.618,0.501,11,-7.673,0.0277,0.445,1.66e-5,0.223,0.72,147.917,44
Colter Wall,Cowpoke,fna,0.478,0.366,0,-12.045,0.0376,0.4,0.0066,0.0984,0.291,121.683,61
Tyler Childers,Long Violent History,fna,0.446,0.365,7,-7.548,0.0271,0.791,0,0.106,0.268,141.72,57
The Dead Tongues,Strangers,fna,0.451,0.572,11,-7.187,0.0286,0.247,2.77e-4,0.0886,0.581,82.55,35
The Secret Sisters,Late Bloomer,fna,0.3,0.458,0,-9.009,0.0352,0.834,1.05e-4,0.11,0.271,189.565,46
Ben Harper,Don't Let Me Disappear,fna,0.491,0.465,7,-12.068,0.0269,0.361,0.268,0.157,0.0498,139.897,55
Adrianne Lenker,anything,fna,0.388,0.291,3,-12.952,0.0421,0.774,1.93e-5,0.0874,0.51,83.943,27
Ondara,Lockdown On Date Night Tuesday,fna,0.488,0.341,4,-8.582,0.0302,0.726,6.77e-5,0.263,0.142,120.93,51
The Staves,Good Woman,fna,0.628,0.345,1,-12.505,0.0289,0.425,0.0165,0.119,0.116,99.991,56
Mt. Joy,Strangers,fna,0.564,0.636,7,-8.136,0.0418,0.739,0.0224,0.0807,0.218,101.913,65
Bob Dylan,I Contain Multitudes,fna,0.513,0.0816,0,-19.555,0.0782,0.934,1.32e-4,0.108,0.129,132.491,49
Jade Bird,Headstart,fna,0.536,0.704,10,-7.612,0.0417,0.0932,0,0.227,0.702,103.134,59
Brent Cobb,Keep 'Em on They Toes,fna,0.727,0.169,4,-12.474,0.0542,0.739,0,0.109,0.473,147.72,55
Justin Townes Earle,The Saint Of Lost Causes,fna,0.695,0.323,8,-10.806,0.0431,0.462,0.268,0.239,0.495,119.175,55
Half Moon Run,Grow into Love,fna,0.641,0.533,7,-8.909,0.0287,0.279,6.06e-5,0.113,0.364,95.776,58
Henry Jamison,Still Life (feat. Joseph),fna,0.522,0.54,4,-8.743,0.0356,0.0513,2.06e-4,0.0788,0.267,132.087,39
Caamp,"Fall, Fall, Fall",fna,0.569,0.146,6,-12.568,0.046,0.905,0.00951,0.106,0.216,116.928,60
The Weather Station,Tried to Tell You,fna,0.776,0.57,0,-8.767,0.03,0.704,0.00215,0.109,0.784,131,55
Matt Berninger,One More Second,fna,0.622,0.629,8,-9.57,0.0472,0.366,0.00415,0.113,0.707,82.976,56
Maya De Vitry,Better and Better,fna,0.55,0.324,0,-10.713,0.0453,0.742,4.86e-4,0.106,0.431,74.003,36
William Prince,The Spark,fna,0.612,0.575,9,-8.454,0.0265,0.0934,0.031,0.116,0.39,107.971,41
Kurt Vile,How Lucky,fna,0.523,0.441,5,-9.928,0.0311,0.465,0.00268,0.365,0.49,171.246,29
Samantha Crain,Pastime,fna,0.597,0.541,7,-5.634,0.0233,0.156,0.0348,0.123,0.626,96.053,32
Ruston Kelly,Rubber,fna,0.55,0.501,4,-8.527,0.0324,0.624,1.74e-6,0.0962,0.148,130.283,40
Phoebe Bridgers,Garden Song,fna,0.528,0.273,0,-16.623,0.132,0.864,0.00617,0.111,0.158,98.311,68
Angelo De Augustine,Santa Barbara,fna,0.597,0.157,7,-17.199,0.0451,0.962,0.0259,0.107,0.498,81.009,55
Fenne Lily,Berlin,fna,0.525,0.356,8,-9.894,0.0269,0.555,0.812,0.119,0.305,143.49,45
M. Ward,Migration of Souls,fna,0.499,0.341,11,-16.729,0.0254,0.828,0.107,0.105,0.118,79.831,46
This Is The Kit,This Is What You Did,fna,0.619,0.802,7,-8.926,0.0658,0.745,0.529,0.101,0.414,134.726,15
Bill Callahan,Pigeons,fna,0.467,0.176,6,-18.608,0.0423,0.885,0.662,0.123,0.271,132.065,45
S.G. Goodman,The Way I Talk,fna,0.601,0.426,5,-9.13,0.0307,0.232,7.34e-4,0.279,0.344,164.066,37
David Keenan,Good Old Days,fna,0.482,0.407,10,-8.585,0.0346,0.252,4.14e-6,0.1,0.258,130.33,34
Valerie June,You And I,fna,0.398,0.56,7,-6.839,0.0352,0.516,0.165,0.316,0.431,131.302,46
Joshua Burnside,Whiskey Whiskey,fna,0.437,0.262,2,-13.024,0.0319,0.949,0.0401,0.0999,0.29,110.77,48
Rose Cousins,The Swimmer (To Be an Old Man),fna,0.354,0.262,2,-11.762,0.0282,0.91,0.00315,0.121,0.177,87.72,57
Old Sea Brigade,Call Me When You Land,fna,0.689,0.485,5,-10.157,0.0311,0.452,0.0512,0.432,0.567,116.004,61
Katie Pruitt,Out Of The Blue,fna,0.515,0.311,6,-7.743,0.0287,0.328,1.53e-4,0.111,0.172,116.575,53
Kathleen Edwards,Options Open,fna,0.602,0.894,4,-5.292,0.0362,0.0963,2.28e-5,0.0888,0.555,127.001,44
Blanco White,Samara,fna,0.369,0.593,0,-10.019,0.0429,0.53,0.718,0.0905,0.129,106.206,43
Leif Vollebekk,Long Blue Light,fna,0.552,0.485,9,-9.111,0.0332,0.517,0.106,0.164,0.51,71.548,63
Donovan Woods,Seeing Other People,fna,0.432,0.448,8,-10.431,0.0358,0.719,3.07e-5,0.1,0.352,77.019,21
Joy Oladokun,bad blood,fna,0.521,0.317,9,-13.088,0.0418,0.723,0,0.0952,0.27,157.914,37
